"Country","Score","GDP","SocialSupport","Health","Freedom","Generosity","Corruption","Year","Region","expected_by_gdp","gdp_residual","Individualism","UncertaintyAvoidance","Indulgence"
"India",4.015,0.755,0.765,0.588,0.498,0.2,0.085,2019,"Other",5.03435573561483,-1.01935573561483,48,40,26
"India",4.19,0.721,0.747,0.485,0.539,0.172,0.093,2018,"Other",4.96058311137902,-0.770583111379023,48,40,26
"India",4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,2016,"Other",5.00259011153212,-0.598590111532119,48,40,26
"Indonesia",5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,2016,"Other",5.45972000782624,-0.14572000782624,14,48,38
"Indonesia",5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771,2017,"Other",5.55627229993257,-0.294272216009229,14,48,38
"Indonesia",5.192,0.931,1.203,0.66,0.491,0.498,0.028,2019,"Other",5.41623755518843,-0.224237555188428,14,48,38
"Indonesia",5.399,0.82827,1.08708,0.63793,0.46611,0.51535,0,2015,"Other",5.193335740843,0.205664259157001,14,48,38
"Indonesia",5.093,0.899,1.215,0.522,0.538,0.484,0.018,2018,"Other",5.34680449708414,-0.253804497084138,14,48,38
"Iran",4.707,1.059,0.771,0.691,0.459,0.282,0.129,2018,"MiddleEast",5.69396978760559,-0.98696978760559,41,59,40
"Iran",4.686,1.0088,0.54447,0.69805,0.30033,0.38086,0.05863,2015,"MiddleEast",5.58504667770448,-0.899046677704485,41,59,40
"Iran",4.548,1.1,0.842,0.785,0.305,0.27,0.125,2019,"MiddleEast",5.78293089330171,-1.23493089330171,41,59,40
"Iran",4.813,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557,2016,"MiddleEast",5.82107567959776,-1.00807567959776,41,59,40
"Iran",4.69199991226196,1.15687310695648,0.711551249027252,0.639333188533783,0.249322608113289,0.387242913246155,0.048761073499918,2017,"MiddleEast",5.90633319767299,-1.21433328541103,41,59,40
"Iraq",4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636,2016,"MiddleEast",5.72812217306064,-1.15312217306064,NA,NA,17
"Iraq",4.677,0.98549,0.81889,0.60237,0,0.17922,0.13788,2015,"MiddleEast",5.53446903444164,-0.857469034441641,NA,NA,17
"Iraq",4.437,1.043,0.98,0.574,0.241,0.148,0.089,2019,"MiddleEast",5.65925325855344,-1.22225325855344,NA,NA,17
"Iraq",4.456,1.01,0.971,0.536,0.304,0.148,0.095,2018,"MiddleEast",5.5876504173834,-1.1316504173834,NA,NA,17
"Iraq",4.49700021743774,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,2017,"MiddleEast",5.78881205874927,-1.29181184131153,NA,NA,17
"Ireland",6.94,1.33596,1.36948,0.89533,0.61777,0.45901,0.28703,2015,"WesternEurope",6.29491290549822,0.645087094501778,70,35,65
"Ireland",7.021,1.499,1.553,0.999,0.516,0.298,0.31,2019,"WesternEurope",6.64867433653958,0.372325663460418,70,35,65
"Ireland",6.907,1.48341,1.16157,0.81455,0.54008,0.44963,0.29754,2016,"WesternEurope",6.6148474185444,0.292152581455603,70,35,65
"Ireland",6.97700023651123,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.42785832285881,0.29838815331459,2017,"WesternEurope",6.72831978087165,0.248680455639583,70,35,65
"Ireland",6.977,1.448,1.583,0.876,0.614,0.307,0.306,2018,"WesternEurope",6.53801540018587,0.438984599814131,70,35,65
"Israel",7.139,1.276,1.455,1.029,0.371,0.261,0.082,2019,"MiddleEast",6.16481271287531,0.974187287124692,54,81,NA
"Israel",7.21299982070923,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861,2017,"MiddleEast",6.38045101220464,0.832548808504594,54,81,NA
"Israel",6.814,1.301,1.559,0.883,0.533,0.354,0.272,2018,"MiddleEast",6.21905728951929,0.594942710480715,54,81,NA
"Israel",7.278,1.22857,1.22393,0.91387,0.41319,0.33172,0.07785,2015,"MiddleEast",6.06189990206636,1.21610009793364,54,81,NA
"Israel",7.267,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728,2016,"MiddleEast",6.29860153671001,0.968398463289987,54,81,NA
"Italy",6.223,1.294,1.488,1.039,0.231,0.158,0.03,2019,"WesternEurope",6.20386880805897,0.0191311919410282,76,75,30
"Italy",6,1.264,1.501,0.946,0.281,0.137,0.028,2018,"WesternEurope",6.1387753160862,-0.1387753160862,76,75,30
"Italy",5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.17278964817524,0.0280280914157629,2017,"WesternEurope",6.42316144630375,-0.459161221236607,76,75,30
"Italy",5.977,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556,2016,"WesternEurope",6.33611708591699,-0.359117085916987,76,75,30
"Italy",5.948,1.25114,1.19777,0.95446,0.26236,0.22823,0.02901,2015,"WesternEurope",6.11087190586054,-0.162871905860538,76,75,30
"Jamaica",5.89,0.831,1.478,0.831,0.49,0.107,0.028,2019,"Other",5.19925924861252,0.690740751387478,39,13,NA
"Jamaica",5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294,2016,"Other",5.33450182710128,0.175498172898715,39,13,NA
"Jamaica",5.709,0.81038,1.15102,0.68741,0.50442,0.2123,0.02299,2015,"Other",5.15451832179657,0.55448167820343,39,13,NA
"Jamaica",5.31099987030029,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.233818337321281,0.0552677810192108,2017,"Other",5.40447583265761,-0.0934759623573225,39,13,NA
"Jamaica",5.89,0.819,1.493,0.693,0.575,0.096,0.031,2018,"Other",5.17322185182341,0.716778148176587,39,13,NA
"Japan",5.987,1.27074,1.25712,0.99111,0.49615,0.10705,0.1806,2015,"EastAsia",6.15339965394942,-0.166399653949416,46,92,42
"Japan",5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,2017,"EastAsia",6.47056808045679,-0.550568004162841,46,92,42
"Japan",5.915,1.294,1.462,0.988,0.553,0.079,0.15,2018,"EastAsia",6.20386880805897,-0.288868808058972,46,92,42
"Japan",5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985,2016,"EastAsia",6.39062203652886,-0.469622036528855,46,92,42
"Japan",5.886,1.327,1.419,1.088,0.445,0.069,0.14,2019,"EastAsia",6.27547164922902,-0.389471649229021,46,92,42
"Jordan",5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,2016,"MiddleEast",5.55885739610077,-0.255857396100772,NA,NA,43
"Jordan",5.192,0.90198,1.05392,0.69639,0.40661,0.11053,0.14293,2015,"MiddleEast",5.3532704506201,-0.1612704506201,NA,NA,43
"Jordan",5.33599996566772,0.991012394428253,1.23908889293671,0.604590058326721,0.418421149253845,0.172170460224152,0.11980327218771,2017,"MiddleEast",5.54645143235451,-0.210451466686786,NA,NA,43
"Jordan",4.906,0.837,1.225,0.815,0.383,0.11,0.13,2019,"MiddleEast",5.21227794700708,-0.306277947007076,NA,NA,43
"Jordan",5.161,0.822,1.265,0.645,0.468,0.13,0.134,2018,"MiddleEast",5.17973120102069,-0.0187312010206897,NA,NA,43
"Latvia",5.84999990463257,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,2017,"Other",6.13172053724037,-0.281720632607799,70,63,13
"Latvia",5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889,2016,"Other",6.03870492109339,-0.478704921093392,70,63,13
"Latvia",5.933,1.148,1.454,0.671,0.363,0.092,0.066,2018,"Other",5.88708048045815,0.0459195195418527,70,63,13
"Latvia",5.94,1.187,1.465,0.812,0.264,0.075,0.064,2019,"Other",5.97170202002275,-0.0317020200227507,70,63,13
"Latvia",5.098,1.11312,1.09562,0.72437,0.29671,0.18226,0.06332,2015,"Other",5.81139844712447,-0.713398447124471,70,63,13
"Lithuania",5.952,1.197,1.527,0.716,0.35,0.026,0.006,2018,"Other",5.99339985068034,-0.0413998506803424,60,65,16
"Lithuania",5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2017,"Other",6.24852803792058,-0.346528087511638,60,65,16
"Lithuania",5.833,1.14723,1.25745,0.73128,0.21342,0.02641,0.01031,2015,"Other",5.88540974749751,-0.0524097474975127,60,65,16
"Lithuania",6.149,1.238,1.515,0.818,0.291,0.043,0.042,2019,"Other",6.08236095637646,0.0666390436235362,60,65,16
"Lithuania",5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182,2016,"Other",6.15005818802815,-0.337058188028148,60,65,16
"Luxembourg",7.09,1.609,1.479,1.012,0.526,0.194,0.316,2019,"WesternEurope",6.88735047377308,0.20264952622692,60,70,56
"Luxembourg",6.871,1.69752,1.03999,0.84542,0.5487,0.27571,0.35329,2016,"WesternEurope",7.07941967075407,-0.208419670754072,60,70,56
"Luxembourg",6.91,1.576,1.52,0.896,0.632,0.196,0.321,2018,"WesternEurope",6.81574763260303,0.0942523673969697,60,70,56
"Luxembourg",6.946,1.56391,1.21963,0.91894,0.61583,0.28034,0.37798,2015,"WesternEurope",6.789514955338,0.156485044661997,60,70,56
"Luxembourg",6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,2017,"WesternEurope",7.17580924096667,-0.312809324890014,60,70,56
"Malaysia",5.339,1.221,1.171,0.828,0.508,0.26,0.024,2019,"Other",6.04547464425856,-0.706474644258559,26,36,57
"Malaysia",6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218,2017,"Other",6.19782687302913,-0.11382676240291,26,36,57
"Malaysia",6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081,2016,"Other",6.11147944511895,-0.106479445118951,26,36,57
"Malaysia",6.322,1.161,1.258,0.669,0.356,0.311,0.059,2018,"Other",5.91528766031302,0.406712339686985,26,36,57
"Malaysia",5.77,1.12486,1.07023,0.72394,0.53024,0.33075,0.10501,2015,"Other",5.83687170031648,-0.0668717003164829,26,36,57
"Mali",4.447,0.37,1.233,0.152,0.367,0.139,0.056,2018,"Other",4.19898925529759,0.248010744702411,NA,NA,43
"Mali",3.995,0.26074,1.03526,0.20583,0.38857,0.18798,0.12352,2015,"Other",3.96191875753275,0.0330812424672473,NA,NA,43
"Mali",4.19000005722046,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.183354198932648,0.104970246553421,2017,"Other",4.42937789272741,-0.239377835506946,NA,NA,43
"Mali",4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,2016,"Other",4.07513803790406,-0.00213803790406075,NA,NA,43
"Mali",4.39,0.385,1.105,0.308,0.327,0.153,0.052,2019,"Other",4.23153600128397,0.158463998716025,NA,NA,43
"Malta",6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,2017,"Other",6.31079536725416,0.216204583154778,59,96,66
"Malta",6.302,1.2074,1.30203,0.88721,0.60365,0.51752,0.13586,2015,"Other",6.01596559456424,0.286034405435763,59,96,66
"Malta",6.488,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554,2016,"Other",6.23385521002776,0.254144789972238,59,96,66
"Malta",6.726,1.3,1.52,0.999,0.564,0.375,0.151,2019,"Other",6.21688750645353,0.509112493546474,59,96,66
"Malta",6.627,1.27,1.525,0.884,0.645,0.376,0.142,2018,"Other",6.15179401448075,0.475205985519246,59,96,66
"Mexico",6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355,2016,"LatinAmerica",5.81565122193336,0.962348778066641,30,82,97
"Mexico",6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2017,"LatinAmerica",5.89832824067426,0.679671827990288,30,82,97
"Mexico",7.187,1.02054,0.91451,0.81444,0.48181,0.14074,0.21312,2015,"LatinAmerica",5.6105199308965,1.5764800691035,30,82,97
"Mexico",6.595,1.07,1.323,0.861,0.433,0.074,0.073,2019,"LatinAmerica",5.71783740132894,0.87716259867106,30,82,97
"Mexico",6.488,1.038,1.252,0.761,0.479,0.069,0.095,2018,"LatinAmerica",5.64840434322465,0.839595656775351,30,82,97
"Moldova",5.64,0.657,1.301,0.62,0.232,0.171,0,2018,"Other",4.82171699517044,0.818283004829556,NA,NA,19
"Moldova",5.83799982070923,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.208779126405716,0.0100912861526012,2017,"Other",4.97766067164331,0.860339149065917,NA,NA,19
"Moldova",5.889,0.59448,1.01528,0.61826,0.32818,0.20951,0.01615,2015,"Other",4.68606215789919,1.20293784210081,NA,NA,19
"Moldova",5.897,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903,2016,"Other",4.89716035236689,0.999839647633115,NA,NA,19
"Moldova",5.529,0.685,1.328,0.739,0.245,0.181,0,2019,"Other",4.8824709210117,0.646529078988303,NA,NA,19
"Montenegro",5.23699998855591,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.197911024093628,0.0881741940975189,2017,"Other",5.82877631770121,-0.591776329145297,NA,NA,20
"Montenegro",5.347,1.017,1.279,0.729,0.259,0.111,0.081,2018,"Other",5.60283889884371,-0.255838898843709,NA,NA,20
"Montenegro",5.523,1.051,1.361,0.871,0.197,0.142,0.08,2019,"Other",5.67661152307952,-0.153611523079517,NA,NA,20
"Montenegro",5.192,0.97438,0.90557,0.72521,0.1826,0.1614,0.14296,2015,"Other",5.51036274458106,-0.318362744581057,NA,NA,20
"Montenegro",5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721,2016,"Other",5.73602018342,-0.575020183420001,NA,NA,20
"Morocco",5.254,0.779,0.797,0.669,0.46,0.026,0.074,2018,"Other",5.08643052919305,0.16756947080695,46,68,25
"Morocco",5.2350001335144,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,2017,"Other",5.30148766885119,-0.066487535336794,46,68,25
"Morocco",5.208,0.801,0.782,0.782,0.418,0.036,0.076,2019,"Other",5.13416575663975,0.0738342433602508,46,68,25
"Morocco",5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404,2016,"Other",5.22004577038249,-0.0690457703824938,46,68,25
"Morocco",5.013,0.73479,0.64095,0.60954,0.41691,0.07172,0.08546,2015,"Other",4.99050441985584,0.0224955801441586,46,68,25
"Netherlands",7.378,1.32944,1.28017,0.89284,0.61576,0.4761,0.31814,2015,"WesternEurope",6.28076591990947,1.09723408009053,80,53,68
"Netherlands",7.3769998550415,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472,2017,"WesternEurope",6.65940312267785,0.717596732363653,80,53,68
"Netherlands",7.339,1.46468,1.02912,0.81231,0.55211,0.47416,0.29927,2016,"WesternEurope",6.57420738172273,0.76479261827727,80,53,68
"Netherlands",7.488,1.396,1.522,0.999,0.557,0.322,0.298,2019,"WesternEurope",6.4251866807664,1.0628133192336,80,53,68
"Netherlands",7.441,1.361,1.488,0.878,0.638,0.333,0.295,2018,"WesternEurope",6.34924427346483,1.09175572653517,80,53,68
"New Zealand",7.334,1.36066,1.17278,0.83096,0.58147,0.49401,0.41904,2016,"Other",6.34850654722247,0.985493452777528,79,49,75
"New Zealand",7.324,1.268,1.601,0.876,0.669,0.365,0.389,2018,"Other",6.14745444834924,1.17654555165076,79,49,75
"New Zealand",7.307,1.303,1.557,1.026,0.585,0.33,0.38,2019,"Other",6.2233968556508,1.0836031443492,79,49,75
"New Zealand",7.286,1.25018,1.31967,0.90837,0.63938,0.47501,0.42922,2015,"Other",6.10878891411741,1.17721108588259,79,49,75
"New Zealand",7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.500005125999451,0.382816702127457,2017,"Other",6.4462466993778,0.867753430321907,79,49,75
"Nigeria",5.268,0.65435,0.90432,0.16007,0.34334,0.27233,0.0403,2015,"SubSaharanAfrica",4.81596707004618,0.452032929953819,NA,NA,84
"Nigeria",5.155,0.689,1.172,0.048,0.462,0.201,0.032,2018,"SubSaharanAfrica",4.89115005327473,0.263849946725268,NA,NA,84
"Nigeria",4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305,2016,"SubSaharanAfrica",5.02819355170808,-0.153193551708076,NA,NA,84
"Nigeria",5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,2017,"SubSaharanAfrica",5.09675057314287,-0.0227506913984916,NA,NA,84
"Nigeria",5.265,0.696,1.111,0.245,0.426,0.215,0.041,2019,"SubSaharanAfrica",4.90633853473505,0.358661465264953,NA,NA,84
"Norway",7.522,1.459,1.33095,0.88521,0.66973,0.34699,0.36503,2015,"Nordic",6.56188301390922,0.960116986090782,69,50,55
"Norway",7.498,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776,2016,"Nordic",6.81887212021772,0.679127879782277,69,50,55
"Norway",7.554,1.488,1.582,1.028,0.603,0.271,0.341,2019,"Nordic",6.62480672281623,0.929193277183768,69,50,55
"Norway",7.53700017929077,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.36201223731041,0.315963834524155,2017,"Nordic",6.90354396480686,0.633456214483906,69,50,55
"Norway",7.594,1.456,1.582,0.861,0.686,0.286,0.34,2018,"Nordic",6.55537366471194,1.03862633528806,69,50,55
"Pakistan",5.26900005340576,0.72688353061676,0.672690689563751,0.402047783136368,0.23521526157856,0.315446019172668,0.124348066747189,2017,"Other",4.97334909647814,0.295650956927616,14,70,0
"Pakistan",5.653,0.677,0.886,0.535,0.313,0.22,0.098,2019,"Other",4.86511265648562,0.787887343514376,14,70,0
"Pakistan",5.472,0.652,0.81,0.424,0.334,0.216,0.113,2018,"Other",4.81086807984165,0.661131920158353,14,70,0
"Pakistan",5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388,2016,"Other",4.8893274354995,0.242672564500504,14,70,0
"Pakistan",5.194,0.59543,0.41411,0.51466,0.12102,0.33671,0.10464,2015,"Other",4.68812345181166,0.505876548188343,14,70,0
"Panama",6.786,1.06353,1.1985,0.79661,0.5421,0.24434,0.0927,2015,"LatinAmerica",5.70379890489348,1.08220109510652,11,86,NA
"Panama",6.701,1.18306,0.98912,0.70835,0.48927,0.2418,0.08423,2016,"LatinAmerica",5.96315307474366,0.737846925256339,11,86,NA
"Panama",6.43,1.112,1.438,0.759,0.597,0.125,0.063,2018,"LatinAmerica",5.80896829009082,0.621031709909179,11,86,NA
"Panama",6.321,1.149,1.442,0.91,0.516,0.109,0.054,2019,"LatinAmerica",5.88925026352391,0.431749736476093,11,86,NA
"Panama",6.4520001411438,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,2017,"LatinAmerica",6.07313598475012,0.378864156393681,11,86,NA
"Peru",5.663,0.934,1.249,0.674,0.53,0.092,0.034,2018,"LatinAmerica",5.42274690438571,0.240253095614294,16,87,46
"Peru",5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292,2016,"LatinAmerica",5.55731685012408,0.185683149875917,16,87,46
"Peru",5.71500015258789,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,0.126819714903831,0.0470490865409374,2017,"LatinAmerica",5.64238378578579,0.0726163668020963,16,87,46
"Peru",5.697,0.96,1.274,0.854,0.455,0.083,0.027,2019,"LatinAmerica",5.47916126409544,0.217838735904558,16,87,46
"Peru",5.824,0.90019,0.97459,0.73017,0.41496,0.14982,0.05989,2015,"LatinAmerica",5.34938653893239,0.474613461067608,16,87,46
"Philippines",5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757,2016,"Other",5.15840223348428,0.120597766515722,32,44,42
"Philippines",5.524,0.775,1.312,0.513,0.643,0.12,0.105,2018,"Other",5.07775139693001,0.446248603069987,32,44,42
"Philippines",5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,2017,"Other",5.25719075408284,0.172809074255784,32,44,42
"Philippines",5.073,0.70532,1.03516,0.58114,0.62545,0.24991,0.12279,2015,"Other",4.92656091290792,0.146439087092079,32,44,42
"Philippines",5.631,0.807,1.293,0.657,0.558,0.117,0.107,2019,"Other",5.1471844550343,0.483815544965696,32,44,42
"Poland",6.123,1.176,1.448,0.781,0.546,0.108,0.064,2018,"Other",5.9478344062994,0.175165593700599,60,93,29
"Poland",6.182,1.206,1.438,0.884,0.483,0.117,0.05,2019,"Other",6.01292789827217,0.169072101727827,60,93,29
"Poland",5.791,1.12555,1.27948,0.77903,0.53122,0.16759,0.04212,2015,"Other",5.83836885063186,-0.0473688506318561,60,93,29
"Poland",5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,2017,"Other",6.19906895017491,-0.226068900583852,60,93,29
"Poland",5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055,2016,"Other",6.09939375344267,-0.264393753442672,60,93,29
"Portugal",5.693,1.221,1.431,0.999,0.508,0.047,0.025,2019,"WesternEurope",6.04547464425856,-0.35247464425856,27,104,33
"Portugal",5.123,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521,2016,"WesternEurope",6.16496459768991,-1.04196459768991,27,104,33
"Portugal",5.41,1.188,1.429,0.884,0.562,0.055,0.017,2018,"WesternEurope",5.97387180308851,-0.56387180308851,27,104,33
"Portugal",5.102,1.15991,1.13935,0.87519,0.51469,0.13719,0.01078,2015,"WesternEurope",5.91292259677134,-0.810922596771338,27,104,33
"Portugal",5.19500017166138,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,2017,"WesternEurope",6.24981460429359,-1.05481443263221,27,104,33
"Puerto Rico",7.039,1.35943,1.08113,0.77758,0.46823,0.22202,0.12275,2016,"Other",6.34583771405159,0.693162285948412,NA,NA,90
"Romania",5.124,1.04345,0.88588,0.7689,0.35068,0.13748,0.00649,2015,"Other",5.66022966093304,-0.536229660933037,30,90,20
"Romania",5.945,1.116,1.219,0.726,0.528,0.088,0.001,2018,"Other",5.81764742235386,0.127352577646143,30,90,20
"Romania",5.528,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679,2016,"Other",5.93416477298512,-0.40616477298512,30,90,20
"Romania",5.82499980926514,1.21768391132355,1.15009129047394,0.685158312320709,0.457003742456436,0.133519917726517,0.00438790069893003,2017,"Other",6.03827945120384,-0.213279641938703,30,90,20
"Romania",6.07,1.162,1.232,0.825,0.462,0.083,0.005,2019,"Other",5.91745744337877,0.152542556621226,30,90,20
"Russia",5.716,1.13764,1.23617,0.66926,0.36679,0.00199,0.03005,2015,"Other",5.86460152789688,-0.148601527896883,39,95,20
"Russia",5.648,1.183,1.452,0.726,0.334,0.082,0.031,2019,"Other",5.96302288775972,-0.315022887759715,39,95,20
"Russia",5.856,1.23228,1.05261,0.58991,0.32682,0.02736,0.03586,2016,"Other",6.06994979724032,-0.213949797240322,39,95,20
"Russia",5.81,1.151,1.479,0.599,0.399,0.065,0.025,2018,"Other",5.89358982965542,-0.0835898296554252,39,95,20
"Russia",5.96299982070923,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2017,"Other",6.17734993022957,-0.214350109520339,39,95,20
"Rwanda",3.47099995613098,0.368745893239975,0.945707023143768,0.326424807310104,0.581843852996826,0.252756029367447,0.455220013856888,2017,"SubSaharanAfrica",4.19626811568703,-0.725268159556053,NA,NA,37
"Rwanda",3.408,0.332,0.896,0.4,0.636,0.2,0.444,2018,"SubSaharanAfrica",4.11653749879874,-0.708537498798745,NA,NA,37
"Rwanda",3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521,2016,"SubSaharanAfrica",4.10885646674596,-0.593856466745957,NA,NA,37
"Rwanda",3.465,0.22208,0.7737,0.42864,0.59201,0.22628,0.55191,2015,"SubSaharanAfrica",3.87803494421051,-0.413034944210507,NA,NA,37
"Rwanda",3.334,0.359,0.711,0.614,0.555,0.217,0.411,2019,"SubSaharanAfrica",4.17512164157424,-0.841121641574239,NA,NA,37
"Saudi Arabia",6.411,1.39541,1.08393,0.72025,0.31048,0.13706,0.32524,2015,"MiddleEast",6.4239065087576,-0.0129065087575997,NA,NA,52
"Saudi Arabia",6.375,1.403,1.357,0.795,0.439,0.08,0.132,2019,"MiddleEast",6.44037516222671,-0.0653751622267107,NA,NA,52
"Saudi Arabia",6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008,2016,"MiddleEast",6.62812649090684,-0.249126490906844,NA,NA,52
"Saudi Arabia",6.371,1.379,1.331,0.633,0.509,0.098,0.127,2018,"MiddleEast",6.38830036864849,-0.0173003686484927,NA,NA,52
"Saudi Arabia",6.3439998626709,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126,2017,"MiddleEast",6.71729059105564,-0.373290728384742,NA,NA,52
"Serbia",5.398,0.975,1.369,0.685,0.288,0.134,0.043,2018,"Other",5.51170801008183,-0.113708010081828,25,92,28
"Serbia",5.123,0.92053,1.00964,0.74836,0.20107,0.19231,0.02617,2015,"Other",5.39351992648993,-0.270519926489931,25,92,28
"Serbia",5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339,2016,"Other",5.64052803069594,-0.463528030695945,25,92,28
"Serbia",5.603,1.004,1.383,0.854,0.282,0.137,0.039,2019,"Other",5.57463171898884,0.0283682810111587,25,92,28
"Serbia",5.39499998092651,1.06931757926941,1.25818979740143,0.65078467130661,0.208715528249741,0.220125883817673,0.0409037806093693,2017,"Other",5.71635669638398,-0.321356715457473,25,92,28
"Singapore",6.343,1.529,1.451,1.008,0.631,0.261,0.457,2018,"EastAsia",6.71376782851235,-0.370767828512354,20,8,46
"Singapore",6.57200002670288,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.345965981483459,0.46430778503418,2017,"EastAsia",7.06804495169234,-0.496044924989458,20,8,46
"Singapore",6.739,1.64555,0.86758,0.94719,0.4877,0.32706,0.46987,2016,"EastAsia",6.96665604482657,-0.227656044826574,20,8,46
"Singapore",6.262,1.572,1.463,1.141,0.556,0.271,0.453,2019,"EastAsia",6.80706850034,-0.545068500339995,20,8,46
"Singapore",6.798,1.52186,1.02,1.02525,0.54252,0.31105,0.4921,2015,"EastAsia",6.69827557742283,0.0997244225771663,20,8,46
"Slovenia",5.848,1.18498,1.27385,0.87337,0.60855,0.25328,0.03787,2015,"Other",5.96731905822992,-0.119319058229918,27,88,48
"Slovenia",5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635,2016,"Other",6.21573752142867,-0.447737521428674,27,88,48
"Slovenia",6.118,1.258,1.523,0.953,0.564,0.144,0.057,2019,"Other",6.12575661769165,-0.00775661769164504,27,88,48
"Slovenia",5.948,1.219,1.506,0.856,0.633,0.16,0.051,2018,"Other",6.04113507812704,-0.093135078127041,27,88,48
"Slovenia",5.75799989700317,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,0.242649093270302,0.0451289787888527,2017,"Other",6.30629548884824,-0.548295591845073,27,88,48
"South Africa",4.8289999961853,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.139362379908562,0.0725094974040985,2017,"SubSaharanAfrica",5.6846369120145,-0.855636915829197,NA,NA,63
"South Africa",4.722,0.96,1.351,0.469,0.389,0.13,0.055,2019,"SubSaharanAfrica",5.47916126409544,-0.757161264095441,NA,NA,63
