"Country","Score","GDP","SocialSupport","Health","Freedom","Generosity","Corruption","Year","Region","expected_by_gdp","gdp_residual"
"South Africa",4.724,0.94,1.41,0.33,0.516,0.103,0.056,2018,"SubSaharanAfrica",5.43576560278026,-0.71176560278026
"Iran",4.707,1.059,0.771,0.691,0.459,0.282,0.129,2018,"MiddleEast",5.69396978760559,-0.98696978760559
"Ivory Coast",4.671,0.541,0.872,0.08,0.467,0.146,0.103,2018,"Other",4.57002215954239,0.10097784045761
"Ghana",4.657,0.592,0.896,0.337,0.499,0.212,0.029,2018,"SubSaharanAfrica",4.6806810958961,-0.0236810958961033
"Senegal",4.631,0.429,1.117,0.433,0.406,0.138,0.082,2018,"Other",4.32700645617737,0.303993543822626
"Laos",4.623,0.72,1.034,0.441,0.626,0.23,0.174,2018,"Other",4.95841332831326,-0.335413328313265
"Tunisia",4.592,0.9,0.906,0.69,0.271,0.04,0.063,2018,"Other",5.3489742801499,-0.756974280149898
"Albania",4.586,0.916,0.817,0.79,0.419,0.149,0.032,2018,"Other",5.38369080920204,-0.797690809202042
"Sierra Leone",4.571,0.256,0.813,0,0.355,0.238,0.053,2018,"SubSaharanAfrica",3.95163398580105,0.619366014198945
"Congo (Brazzaville)",4.559,0.682,0.811,0.343,0.514,0.091,0.077,2018,"Other",4.87596157181442,-0.31696157181442
"Bangladesh",4.5,0.532,0.85,0.579,0.58,0.153,0.144,2018,"Other",4.55049411195056,-0.0504941119505586
"Sri Lanka",4.471,0.918,1.314,0.672,0.585,0.307,0.05,2018,"Other",5.38803037533356,-0.917030375333561
"Iraq",4.456,1.01,0.971,0.536,0.304,0.148,0.095,2018,"MiddleEast",5.5876504173834,-1.1316504173834
"Mali",4.447,0.37,1.233,0.152,0.367,0.139,0.056,2018,"Other",4.19898925529759,0.248010744702411
"Namibia",4.441,0.874,1.281,0.365,0.519,0.051,0.064,2018,"SubSaharanAfrica",5.29255992044016,-0.851559920440161
"Cambodia",4.433,0.549,1.088,0.457,0.696,0.256,0.065,2018,"Other",4.58738042406846,-0.154380424068464
"Burkina Faso",4.424,0.314,1.097,0.254,0.312,0.175,0.128,2018,"Other",4.07748140361508,0.346518596384919
"Egypt",4.419,0.885,1.025,0.553,0.312,0.092,0.107,2018,"Other",5.31642753416351,-0.897427534163512
"Mozambique",4.417,0.198,0.902,0.173,0.531,0.206,0.158,2018,"SubSaharanAfrica",3.82578656798703,0.591213432012971
"Kenya",4.41,0.493,1.048,0.454,0.504,0.352,0.055,2018,"SubSaharanAfrica",4.46587257238595,-0.0558725723859546
"Zambia",4.377,0.562,1.047,0.295,0.503,0.221,0.082,2018,"SubSaharanAfrica",4.61558760392333,-0.238587603923332
"Mauritania",4.356,0.557,1.245,0.292,0.129,0.134,0.093,2018,"Other",4.60473868859454,-0.248738688594536
"Ethiopia",4.35,0.308,0.95,0.391,0.452,0.22,0.146,2018,"SubSaharanAfrica",4.06446270522053,0.285537294779473
"Georgia",4.34,0.853,0.592,0.643,0.375,0.038,0.215,2018,"Other",5.24699447605922,-0.906994476059221
"Armenia",4.321,0.816,0.99,0.666,0.26,0.077,0.028,2018,"Other",5.16671250262613,-0.845712502626135
"Myanmar",4.308,0.682,1.174,0.429,0.58,0.598,0.178,2018,"Other",4.87596157181442,-0.56796157181442
"Chad",4.301,0.358,0.907,0.053,0.189,0.181,0.06,2018,"Other",4.17295185850848,0.12804814149152
"Congo (Kinshasa)",4.245,0.069,1.136,0.204,0.312,0.197,0.052,2018,"Other",3.54588455250411,0.699115447495892
"India",4.19,0.721,0.747,0.485,0.539,0.172,0.093,2018,"Other",4.96058311137902,-0.770583111379023
"Niger",4.166,0.131,0.867,0.221,0.39,0.175,0.099,2018,"Other",3.68041110258117,0.485588897418829
"Uganda",4.161,0.322,1.09,0.237,0.45,0.259,0.061,2018,"SubSaharanAfrica",4.09483966814115,0.0661603318588462
"Benin",4.141,0.378,0.372,0.24,0.44,0.163,0.067,2018,"SubSaharanAfrica",4.21634751982366,-0.0753475198236613
"Sudan",4.139,0.605,1.24,0.312,0.016,0.134,0.082,2018,"Other",4.70888827575097,-0.569888275750971
"Ukraine",4.103,0.793,1.413,0.609,0.163,0.187,0.011,2018,"Other",5.11680749211368,-1.01380749211368
"Togo",3.999,0.259,0.474,0.253,0.434,0.158,0.101,2018,"Other",3.95814333499833,0.0408566650016682
"Guinea",3.964,0.344,0.792,0.211,0.394,0.185,0.094,2018,"Other",4.14257489558785,-0.178574895587853
"Lesotho",3.808,0.472,1.215,0.079,0.423,0.116,0.112,2018,"Other",4.42030712800501,-0.612307128005015
"Angola",3.795,0.73,1.125,0.269,0,0.079,0.061,2018,"Other",4.98011115897086,-1.18511115897086
"Madagascar",3.774,0.262,0.908,0.402,0.221,0.155,0.049,2018,"Other",3.96465268419561,-0.19065268419561
"Zimbabwe",3.692,0.357,1.094,0.248,0.406,0.132,0.099,2018,"SubSaharanAfrica",4.17078207544272,-0.478782075442721
"Afghanistan",3.632,0.332,0.537,0.255,0.085,0.191,0.036,2018,"Other",4.11653749879874,-0.484537498798745
"Botswana",3.59,1.017,1.174,0.417,0.557,0.042,0.092,2018,"SubSaharanAfrica",5.60283889884371,-2.01283889884371
"Malawi",3.587,0.186,0.541,0.306,0.531,0.21,0.08,2018,"SubSaharanAfrica",3.79974917119792,-0.212749171197919
"Haiti",3.582,0.315,0.714,0.289,0.025,0.392,0.104,2018,"Other",4.07965118668084,-0.49765118668084
"Liberia",3.495,0.076,0.858,0.267,0.419,0.206,0.03,2018,"Other",3.56107303396442,-0.0660730339644218
"Syria",3.462,0.689,0.382,0.539,0.088,0.376,0.144,2018,"Other",4.89115005327473,-1.42915005327473
"Rwanda",3.408,0.332,0.896,0.4,0.636,0.2,0.444,2018,"SubSaharanAfrica",4.11653749879874,-0.708537498798745
"Yemen",3.355,0.442,1.073,0.343,0.244,0.083,0.064,2018,"Other",4.35521363603224,-1.00021363603224
"Tanzania",3.303,0.455,0.991,0.381,0.481,0.27,0.097,2018,"SubSaharanAfrica",4.38342081588711,-1.08042081588711
"South Sudan",3.254,0.337,0.608,0.177,0.112,0.224,0.106,2018,"Other",4.12738641412754,-0.87338641412754
"Central African Republic",3.083,0.024,0,0.01,0.305,0.218,0.038,2018,"Other",3.44824431454495,-0.36524431454495
"Burundi",2.905,0.091,0.627,0.145,0.065,0.149,0.076,2018,"Other",3.59361977995081,-0.688619779950808
"Finland",7.769,1.34,1.587,0.986,0.596,0.153,0.393,2019,"Nordic",6.30367882908389,1.46532117091611
"Denmark",7.6,1.383,1.573,0.996,0.592,0.252,0.41,2019,"Nordic",6.39697950091153,1.20302049908847
"Norway",7.554,1.488,1.582,1.028,0.603,0.271,0.341,2019,"Nordic",6.62480672281623,0.929193277183768
"Iceland",7.494,1.38,1.624,1.026,0.591,0.354,0.118,2019,"Nordic",6.39047015171425,1.10352984828575
"Netherlands",7.488,1.396,1.522,0.999,0.557,0.322,0.298,2019,"WesternEurope",6.4251866807664,1.0628133192336
"Switzerland",7.48,1.452,1.526,1.052,0.572,0.263,0.343,2019,"WesternEurope",6.5466945324489,0.933305467551095
"Sweden",7.343,1.387,1.487,1.009,0.574,0.267,0.373,2019,"Nordic",6.40565863317457,0.937341366825434
"New Zealand",7.307,1.303,1.557,1.026,0.585,0.33,0.38,2019,"Other",6.2233968556508,1.0836031443492
"Canada",7.278,1.365,1.505,1.039,0.584,0.285,0.308,2019,"NorthAmerica",6.35792340572787,0.920076594272134
"Austria",7.246,1.376,1.475,1.016,0.532,0.244,0.226,2019,"WesternEurope",6.38179101945122,0.864208980548785
"Australia",7.228,1.372,1.548,1.036,0.557,0.332,0.29,2019,"Other",6.37311188718818,0.85488811281182
"Costa Rica",7.167,1.034,1.441,0.963,0.558,0.144,0.093,2019,"LatinAmerica",5.63972521096161,1.52727478903839
"Israel",7.139,1.276,1.455,1.029,0.371,0.261,0.082,2019,"MiddleEast",6.16481271287531,0.974187287124692
"Luxembourg",7.09,1.609,1.479,1.012,0.526,0.194,0.316,2019,"WesternEurope",6.88735047377308,0.20264952622692
"United Kingdom",7.054,1.333,1.538,0.996,0.45,0.348,0.278,2019,"WesternEurope",6.28849034762358,0.765509652376425
"Ireland",7.021,1.499,1.553,0.999,0.516,0.298,0.31,2019,"WesternEurope",6.64867433653958,0.372325663460418
"Germany",6.985,1.373,1.454,0.987,0.495,0.261,0.265,2019,"WesternEurope",6.37528167025394,0.609718329746062
"Belgium",6.923,1.356,1.504,0.986,0.473,0.16,0.21,2019,"WesternEurope",6.33839535813603,0.584604641863965
"United States",6.892,1.433,1.457,0.874,0.454,0.28,0.128,2019,"NorthAmerica",6.50546865419948,0.386531345800518
"Czech Republic",6.852,1.269,1.487,0.92,0.457,0.046,0.036,2019,"Other",6.149624231415,0.702375768585005
"United Arab Emirates",6.825,1.503,1.31,0.825,0.598,0.262,0.182,2019,"MiddleEast",6.65735346880262,0.167646531197382
"Malta",6.726,1.3,1.52,0.999,0.564,0.375,0.151,2019,"Other",6.21688750645353,0.509112493546474
"Mexico",6.595,1.07,1.323,0.861,0.433,0.074,0.073,2019,"LatinAmerica",5.71783740132894,0.87716259867106
"France",6.592,1.324,1.472,1.045,0.436,0.111,0.183,2019,"WesternEurope",6.26896230003174,0.323037699968255
"Taiwan",6.446,1.368,1.43,0.914,0.351,0.242,0.097,2019,"EastAsia",6.36443275492514,0.0815672450748561
"Chile",6.444,1.159,1.369,0.92,0.357,0.187,0.056,2019,"LatinAmerica",5.9109480941815,0.533051905818502
"Guatemala",6.436,0.8,1.269,0.746,0.535,0.175,0.078,2019,"LatinAmerica",5.13199597357399,1.30400402642601
"Saudi Arabia",6.375,1.403,1.357,0.795,0.439,0.08,0.132,2019,"MiddleEast",6.44037516222671,-0.0653751622267107
"Qatar",6.374,1.684,1.313,0.871,0.555,0.22,0.167,2019,"MiddleEast",7.05008420370501,-0.67608420370501
"Spain",6.354,1.286,1.484,1.062,0.362,0.153,0.079,2019,"WesternEurope",6.1865105435329,0.1674894564671
"Panama",6.321,1.149,1.442,0.91,0.516,0.109,0.054,2019,"LatinAmerica",5.88925026352391,0.431749736476093
"Brazil",6.3,1.004,1.439,0.802,0.39,0.099,0.086,2019,"LatinAmerica",5.57463171898884,0.725368281011159
"Uruguay",6.293,1.124,1.465,0.891,0.523,0.127,0.15,2019,"LatinAmerica",5.83500568687993,0.457994313120071
"Singapore",6.262,1.572,1.463,1.141,0.556,0.271,0.453,2019,"EastAsia",6.80706850034,-0.545068500339995
"El Salvador",6.253,0.794,1.242,0.789,0.43,0.093,0.074,2019,"LatinAmerica",5.11897727517944,1.13402272482056
"Italy",6.223,1.294,1.488,1.039,0.231,0.158,0.03,2019,"WesternEurope",6.20386880805897,0.0191311919410282
"Bahrain",6.199,1.362,1.368,0.871,0.536,0.255,0.11,2019,"MiddleEast",6.35141405653059,-0.152414056530589
"Slovakia",6.198,1.246,1.504,0.881,0.334,0.121,0.014,2019,"Other",6.09971922090254,0.0982807790974638
"Trinidad & Tobago",6.192,1.231,1.477,0.713,0.489,0.185,0.016,2019,"Other",6.06717247491615,0.12482752508385
"Poland",6.182,1.206,1.438,0.884,0.483,0.117,0.05,2019,"Other",6.01292789827217,0.169072101727827
"Uzbekistan",6.174,0.745,1.529,0.756,0.631,0.322,0.24,2019,"Other",5.01265790495724,1.16134209504276
"Lithuania",6.149,1.238,1.515,0.818,0.291,0.043,0.042,2019,"Other",6.08236095637646,0.0666390436235362
"Colombia",6.125,0.985,1.41,0.841,0.47,0.099,0.034,2019,"LatinAmerica",5.53340584073942,0.591594159260581
"Slovenia",6.118,1.258,1.523,0.953,0.564,0.144,0.057,2019,"Other",6.12575661769165,-0.00775661769164504
"Nicaragua",6.105,0.694,1.325,0.835,0.435,0.2,0.127,2019,"LatinAmerica",4.90199896860353,1.20300103139647
"Kosovo",6.1,0.882,1.232,0.758,0.489,0.262,0.006,2019,"Other",5.30991818496623,0.790081815033766
"Argentina",6.086,1.092,1.432,0.881,0.471,0.066,0.05,2019,"LatinAmerica",5.76557262877564,0.320427371224361
"Romania",6.07,1.162,1.232,0.825,0.462,0.083,0.005,2019,"Other",5.91745744337877,0.152542556621226
"Cyprus",6.046,1.263,1.223,1.042,0.406,0.19,0.041,2019,"Other",6.13660553302044,-0.0906055330204403
"Ecuador",6.028,0.912,1.312,0.868,0.498,0.126,0.087,2019,"LatinAmerica",5.37501167693901,0.652988323060994
"Kuwait",6.021,1.5,1.319,0.808,0.493,0.142,0.097,2019,"MiddleEast",6.65084411960534,-0.629844119605341
"Thailand",6.008,1.05,1.409,0.828,0.557,0.359,0.028,2019,"Other",5.67444174001376,0.333558259986241
"Latvia",5.94,1.187,1.465,0.812,0.264,0.075,0.064,2019,"Other",5.97170202002275,-0.0317020200227507
"South Korea",5.895,1.301,1.219,1.036,0.159,0.175,0.056,2019,"EastAsia",6.21905728951929,-0.324057289519286
"Estonia",5.893,1.237,1.528,0.874,0.495,0.103,0.161,2019,"Other",6.0801911733107,-0.187191173310705
"Jamaica",5.89,0.831,1.478,0.831,0.49,0.107,0.028,2019,"Other",5.19925924861252,0.690740751387478
"Mauritius",5.888,1.12,1.402,0.798,0.498,0.215,0.06,2019,"Other",5.82632655461689,0.0616734453831063
"Japan",5.886,1.327,1.419,1.088,0.445,0.069,0.14,2019,"EastAsia",6.27547164922902,-0.389471649229021
"Honduras",5.86,0.642,1.236,0.828,0.507,0.246,0.078,2019,"LatinAmerica",4.78917024918406,1.07082975081594
"Kazakhstan",5.809,1.173,1.508,0.729,0.41,0.146,0.096,2019,"Other",5.94132505710212,-0.132325057102124
"Bolivia",5.779,0.776,1.209,0.706,0.511,0.137,0.064,2019,"LatinAmerica",5.07992117999577,0.699078820004227
"Hungary",5.758,1.201,1.41,0.828,0.199,0.081,0.02,2019,"Other",6.00207898294338,-0.244078982943378
"Paraguay",5.743,0.855,1.475,0.777,0.514,0.184,0.08,2019,"LatinAmerica",5.25133404219074,0.491665957809261
"Northern Cyprus",5.718,1.263,1.252,1.042,0.417,0.191,0.162,2019,"Other",6.13660553302044,-0.418605533020441
"Peru",5.697,0.96,1.274,0.854,0.455,0.083,0.027,2019,"LatinAmerica",5.47916126409544,0.217838735904558
"Portugal",5.693,1.221,1.431,0.999,0.508,0.047,0.025,2019,"WesternEurope",6.04547464425856,-0.35247464425856
"Pakistan",5.653,0.677,0.886,0.535,0.313,0.22,0.098,2019,"Other",4.86511265648562,0.787887343514376
"Russia",5.648,1.183,1.452,0.726,0.334,0.082,0.031,2019,"Other",5.96302288775972,-0.315022887759715
"Philippines",5.631,0.807,1.293,0.657,0.558,0.117,0.107,2019,"Other",5.1471844550343,0.483815544965696
"Serbia",5.603,1.004,1.383,0.854,0.282,0.137,0.039,2019,"Other",5.57463171898884,0.0283682810111587
"Moldova",5.529,0.685,1.328,0.739,0.245,0.181,0,2019,"Other",4.8824709210117,0.646529078988303
"Libya",5.525,1.044,1.303,0.673,0.416,0.133,0.152,2019,"Other",5.6614230416192,-0.136423041619204
"Montenegro",5.523,1.051,1.361,0.871,0.197,0.142,0.08,2019,"Other",5.67661152307952,-0.153611523079517
"Tajikistan",5.467,0.493,1.098,0.718,0.389,0.23,0.144,2019,"Other",4.46587257238595,1.00112742761404
"Croatia",5.432,1.155,1.266,0.914,0.296,0.119,0.022,2019,"Other",5.90226896191846,-0.47026896191846
"Hong Kong",5.43,1.438,1.277,1.122,0.44,0.258,0.287,2019,"EastAsia",6.51631756952828,-1.08631756952828
"Dominican Republic",5.425,1.015,1.401,0.779,0.497,0.113,0.101,2019,"LatinAmerica",5.59849933271219,-0.173499332712191
"Bosnia and Herzegovina",5.386,0.945,1.212,0.845,0.212,0.263,0.006,2019,"Other",5.44661451810906,-0.0606145181090554
"Turkey",5.373,1.183,1.36,0.808,0.195,0.083,0.106,2019,"Other",5.96302288775972,-0.590022887759715
"Malaysia",5.339,1.221,1.171,0.828,0.508,0.26,0.024,2019,"Other",6.04547464425856,-0.706474644258559
"Belarus",5.323,1.067,1.465,0.789,0.235,0.094,0.142,2019,"Other",5.71132805213166,-0.388328052131662
"Greece",5.287,1.181,1.156,0.999,0.067,0,0.034,2019,"Other",5.9586833216282,-0.671683321628197
"Mongolia",5.285,0.948,1.531,0.667,0.317,0.235,0.038,2019,"Other",5.45312386730633,-0.168123867306333
"North Macedonia",5.274,0.983,1.294,0.838,0.345,0.185,0.034,2019,"Other",5.5290662746079,-0.2550662746079
"Nigeria",5.265,0.696,1.111,0.245,0.426,0.215,0.041,2019,"SubSaharanAfrica",4.90633853473505,0.358661465264953
"Kyrgyzstan",5.261,0.551,1.438,0.723,0.508,0.3,0.023,2019,"Other",4.59171999019998,0.669280009800019
"Turkmenistan",5.247,1.052,1.538,0.657,0.394,0.244,0.028,2019,"Other",5.67878130614528,-0.431781306145276
"Algeria",5.211,1.002,1.16,0.785,0.086,0.073,0.114,2019,"Other",5.57029215285732,-0.359292152857322
"Morocco",5.208,0.801,0.782,0.782,0.418,0.036,0.076,2019,"Other",5.13416575663975,0.0738342433602508
"Azerbaijan",5.208,1.043,1.147,0.769,0.351,0.035,0.182,2019,"Other",5.65925325855344,-0.451253258553445
"Lebanon",5.197,0.987,1.224,0.815,0.216,0.166,0.027,2019,"MiddleEast",5.53774540687094,-0.340745406870937
"Indonesia",5.192,0.931,1.203,0.66,0.491,0.498,0.028,2019,"Other",5.41623755518843,-0.224237555188428
"China",5.191,1.029,1.125,0.893,0.521,0.058,0.1,2019,"EastAsia",5.62887629563282,-0.437876295632818
"Vietnam",5.175,0.741,1.346,0.851,0.543,0.147,0.073,2019,"Other",5.0039787726942,0.171021227305795
"Bhutan",5.082,0.813,1.321,0.604,0.457,0.37,0.167,2019,"Other",5.16020315342886,-0.0782031534288583
"Cameroon",5.044,0.549,0.91,0.331,0.381,0.187,0.037,2019,"Other",4.58738042406846,0.456619575931536
"Bulgaria",5.011,1.092,1.513,0.815,0.311,0.081,0.004,2019,"Other",5.76557262877564,-0.754572628775639
"Ghana",4.996,0.611,0.868,0.486,0.381,0.245,0.04,2019,"SubSaharanAfrica",4.72190697414553,0.274093025854475
"Ivory Coast",4.944,0.569,0.808,0.232,0.352,0.154,0.09,2019,"Other",4.63077608538364,0.313223914616356
"Nepal",4.913,0.446,1.226,0.677,0.439,0.285,0.089,2019,"Other",4.36389276829528,0.549107231704721
"Jordan",4.906,0.837,1.225,0.815,0.383,0.11,0.13,2019,"MiddleEast",5.21227794700708,-0.306277947007076
"Benin",4.883,0.393,0.437,0.397,0.349,0.175,0.082,2019,"SubSaharanAfrica",4.24889426581005,0.634105734189952
"Congo (Brazzaville)",4.812,0.673,0.799,0.508,0.372,0.105,0.093,2019,"Other",4.85643352422259,-0.0444335242225877
"Gabon",4.799,1.057,1.183,0.571,0.295,0.043,0.055,2019,"Other",5.68963022147407,-0.890630221474071
"Laos",4.796,0.764,1.03,0.551,0.547,0.266,0.164,2019,"Other",5.05388378320666,-0.257883783206664
"South Africa",4.722,0.96,1.351,0.469,0.389,0.13,0.055,2019,"SubSaharanAfrica",5.47916126409544,-0.757161264095441
"Albania",4.719,0.947,0.848,0.874,0.383,0.178,0.027,2019,"Other",5.45095408424057,-0.731954084240574
"Venezuela",4.707,0.96,1.427,0.805,0.154,0.064,0.047,2019,"LatinAmerica",5.47916126409544,-0.772161264095442
"Cambodia",4.7,0.574,1.122,0.637,0.609,0.232,0.062,2019,"Other",4.64162500071244,0.0583749992875608
"Palestinian Territories",4.696,0.657,1.247,0.672,0.225,0.103,0.066,2019,"Other",4.82171699517044,-0.125716995170444
"Senegal",4.681,0.45,1.134,0.571,0.292,0.153,0.072,2019,"Other",4.37257190055831,0.308428099441685
"Somalia",4.668,0,0.698,0.268,0.559,0.243,0.27,2019,"Other",3.39616952096673,1.27183047903327
"Namibia",4.639,0.879,1.313,0.477,0.401,0.07,0.056,2019,"SubSaharanAfrica",5.30340883576896,-0.664408835768957
"Niger",4.628,0.138,0.774,0.366,0.318,0.188,0.102,2019,"Other",3.69559958404148,0.932400415958516
"Burkina Faso",4.587,0.331,1.056,0.38,0.255,0.177,0.113,2019,"Other",4.11436771573299,0.472632284267014
"Armenia",4.559,0.85,1.055,0.815,0.283,0.095,0.064,2019,"Other",5.24048512686194,-0.681485126861944
"Iran",4.548,1.1,0.842,0.785,0.305,0.27,0.125,2019,"MiddleEast",5.78293089330171,-1.23493089330171
"Guinea",4.534,0.38,0.829,0.375,0.332,0.207,0.086,2019,"Other",4.22068708595518,0.31331291404482
"Georgia",4.519,0.886,0.666,0.752,0.346,0.043,0.164,2019,"Other",5.31859731722927,-0.79959731722927
"Gambia",4.516,0.308,0.939,0.428,0.382,0.269,0.167,2019,"Other",4.06446270522053,0.451537294779474
"Kenya",4.509,0.512,0.983,0.581,0.431,0.372,0.053,2019,"SubSaharanAfrica",4.50709845063538,0.00190154936462328
"Mauritania",4.49,0.57,1.167,0.489,0.066,0.106,0.088,2019,"Other",4.6329458684494,-0.142945868449403
"Mozambique",4.466,0.204,0.986,0.39,0.494,0.197,0.138,2019,"SubSaharanAfrica",3.83880526638158,0.627194733618417
"Tunisia",4.461,0.921,1,0.815,0.167,0.059,0.055,2019,"Other",5.39453972453084,-0.933539724530838
"Bangladesh",4.456,0.562,0.928,0.723,0.527,0.166,0.143,2019,"Other",4.61558760392333,-0.159587603923331
"Iraq",4.437,1.043,0.98,0.574,0.241,0.148,0.089,2019,"MiddleEast",5.65925325855344,-1.22225325855344
"Congo (Kinshasa)",4.418,0.094,1.125,0.357,0.269,0.212,0.053,2019,"Other",3.60012912914809,0.817870870851915
"Mali",4.39,0.385,1.105,0.308,0.327,0.153,0.052,2019,"Other",4.23153600128397,0.158463998716025
"Sierra Leone",4.374,0.268,0.841,0.242,0.309,0.252,0.045,2019,"SubSaharanAfrica",3.97767138259016,0.396328617409836
"Sri Lanka",4.366,0.949,1.265,0.831,0.47,0.244,0.047,2019,"Other",5.45529365037209,-1.08929365037209
"Myanmar",4.36,0.71,1.181,0.555,0.525,0.566,0.172,2019,"Other",4.93671549765567,-0.576715497655673
"Chad",4.35,0.35,0.766,0.192,0.174,0.198,0.078,2019,"Other",4.15559359398241,0.194406406017592
"Ukraine",4.332,0.82,1.39,0.739,0.178,0.187,0.01,2019,"Other",5.17539163488917,-0.843391634889172
"Ethiopia",4.286,0.336,1.033,0.532,0.344,0.209,0.1,2019,"SubSaharanAfrica",4.12521663106178,0.160783368938219
"Swaziland",4.212,0.811,1.149,0,0.313,0.074,0.135,2019,"Other",5.15586358729734,-0.94386358729734
"Uganda",4.189,0.332,1.069,0.443,0.356,0.252,0.06,2019,"SubSaharanAfrica",4.11653749879874,0.0724625012012554
"Egypt",4.166,0.913,1.039,0.644,0.241,0.076,0.067,2019,"Other",5.37718146000477,-1.21118146000476
"Zambia",4.107,0.578,1.058,0.426,0.431,0.247,0.087,2019,"SubSaharanAfrica",4.65030413297548,-0.543304132975476
"Togo",4.085,0.275,0.572,0.41,0.293,0.177,0.085,2019,"Other",3.99285986405048,0.0921401359495229
"India",4.015,0.755,0.765,0.588,0.498,0.2,0.085,2019,"Other",5.03435573561483,-1.01935573561483
"Liberia",3.975,0.073,0.922,0.443,0.37,0.233,0.033,2019,"Other",3.55456368476714,0.420436315232855
"Comoros",3.973,0.274,0.757,0.505,0.142,0.275,0.078,2019,"Other",3.99069008098472,-0.0176900809847185
"Madagascar",3.933,0.274,0.916,0.555,0.148,0.169,0.041,2019,"Other",3.99069008098472,-0.0576900809847185
"Lesotho",3.802,0.489,1.169,0.168,0.359,0.107,0.093,2019,"Other",4.45719344012292,-0.655193440122919
"Burundi",3.775,0.046,0.447,0.38,0.22,0.176,0.18,2019,"Other",3.49597954199165,0.27902045800835
"Zimbabwe",3.663,0.366,1.114,0.433,0.361,0.151,0.089,2019,"SubSaharanAfrica",4.19031012303455,-0.527310123034553
"Haiti",3.597,0.323,0.688,0.449,0.026,0.419,0.11,2019,"Other",4.09700945120691,-0.500009451206913
"Botswana",3.488,1.041,1.145,0.538,0.455,0.025,0.1,2019,"SubSaharanAfrica",5.65491369242193,-2.16691369242193
"Syria",3.462,0.619,0.378,0.44,0.013,0.331,0.141,2019,"Other",4.7392652386716,-1.2772652386716
"Malawi",3.41,0.191,0.56,0.495,0.443,0.218,0.089,2019,"SubSaharanAfrica",3.81059808652672,-0.400598086526715
"Yemen",3.38,0.287,1.163,0.463,0.143,0.108,0.077,2019,"Other",4.01889726083959,-0.638897260839586
"Rwanda",3.334,0.359,0.711,0.614,0.555,0.217,0.411,2019,"SubSaharanAfrica",4.17512164157424,-0.841121641574239
"Tanzania",3.231,0.476,0.885,0.499,0.417,0.276,0.147,2019,"SubSaharanAfrica",4.42898626026805,-1.19798626026805
"Afghanistan",3.203,0.35,0.517,0.361,0,0.158,0.025,2019,"Other",4.15559359398241,-0.952593593982408
"Central African Republic",3.083,0.026,0,0.105,0.225,0.235,0.035,2019,"Other",3.45258388067647,-0.369583880676468
"South Sudan",2.853,0.306,0.575,0.295,0.01,0.202,0.091,2019,"Other",4.06012313908901,-1.20712313908901
