"Country","Score","GDP","SocialSupport","Health","Freedom","Generosity","Corruption","Year","Region","expected_by_gdp","gdp_residual"
"Kuwait",6.239,1.61714,0.87758,0.63569,0.43166,0.15965,0.23669,2016,"MiddleEast",6.90501250792836,-0.666012507928358
"Bahrain",6.218,1.44024,0.94397,0.65696,0.47375,0.17147,0.25772,2016,"MiddleEast",6.52117788359558,-0.303177883595579
"Trinidad and Tobago",6.168,1.32572,0.98569,0.52608,0.48453,0.31935,0.01241,2016,"Other",6.27269432690485,-0.104694326904849
"Venezuela",6.084,1.13367,1.03302,0.61904,0.19847,0.0425,0.08304,2016,"LatinAmerica",5.85598748912582,0.22801251087418
"Slovakia",6.078,1.27973,1.08268,0.70367,0.23391,0.13837,0.02947,2016,"Other",6.17290600371059,-0.09490600371059
"El Salvador",6.068,0.8737,0.80975,0.596,0.37269,0.08877,0.10613,2016,"LatinAmerica",5.29190898552043,0.776091014479566
"Malaysia",6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081,2016,"Other",6.11147944511895,-0.106479445118951
"Nicaragua",5.992,0.69384,0.89521,0.65213,0.46582,0.29773,0.16292,2016,"LatinAmerica",4.90165180331301,1.09034819668699
"Uzbekistan",5.987,0.73591,1.1681,0.50163,0.60848,0.34326,0.28333,2016,"Other",4.99293457688949,0.994065423110509
"Italy",5.977,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556,2016,"WesternEurope",6.33611708591699,-0.359117085916987
"Ecuador",5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037,2016,"LatinAmerica",5.50749863093426,0.468501369065745
"Belize",5.956,0.87616,0.68655,0.45569,0.51231,0.23684,0.10771,2016,"Other",5.2972466518622,0.658753348137799
"Japan",5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985,2016,"EastAsia",6.39062203652886,-0.469622036528855
"Kazakhstan",5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,2016,"Other",6.06376591550291,-0.144765915502909
"Moldova",5.897,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903,2016,"Other",4.89716035236689,0.999839647633115
"Russia",5.856,1.23228,1.05261,0.58991,0.32682,0.02736,0.03586,2016,"Other",6.06994979724032,-0.213949797240322
"Poland",5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055,2016,"Other",6.09939375344267,-0.264393753442672
"South Korea",5.835,1.35948,0.72194,0.88645,0.25168,0.18824,0.07716,2016,"EastAsia",6.34594620320488,-0.510946203204876
"Bolivia",5.822,0.79422,0.83779,0.4697,0.50961,0.21698,0.07746,2016,"LatinAmerica",5.1194546274539,0.702545372546097
"Lithuania",5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182,2016,"Other",6.15005818802815,-0.337058188028148
"Belarus",5.802,1.13062,1.04993,0.63104,0.29091,0.13942,0.17457,2016,"Other",5.84936965077525,-0.0473696507752548
"North Cyprus",5.771,1.31141,0.81826,0.84142,0.43596,0.26322,0.16578,2016,"Other",6.24164473123384,-0.470644731233837
"Slovenia",5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635,2016,"Other",6.21573752142867,-0.447737521428674
"Peru",5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292,2016,"LatinAmerica",5.55731685012408,0.185683149875917
"Turkmenistan",5.658,1.08017,1.03817,0.44006,0.37408,0.22567,0.28467,2016,"Other",5.73990409510771,-0.081904095107709
"Mauritius",5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.05203,2016,"Other",5.8777938089367,-0.229793808936699
"Libya",5.615,1.06688,0.95076,0.52304,0.40672,0.17087,0.10339,2016,"Other",5.71106767816377,-0.096067678163771
"Latvia",5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889,2016,"Other",6.03870492109339,-0.478704921093392
"Cyprus",5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228,2016,"Other",6.25718037798467,-0.711180377984672
"Paraguay",5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396,2016,"LatinAmerica",5.33536974032759,0.202630259672413
"Romania",5.528,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679,2016,"Other",5.93416477298512,-0.40616477298512
"Estonia",5.517,1.27964,1.05163,0.68098,0.41511,0.08423,0.18519,2016,"Other",6.17271072323467,-0.655710723234671
"Jamaica",5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294,2016,"Other",5.33450182710128,0.175498172898715
"Croatia",5.488,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002,2016,"Other",5.97059543065921,-0.482595430659214
"Hong Kong",5.458,1.5107,0.87021,0.95277,0.48079,0.40097,0.31647,2016,"EastAsia",6.67406079840896,-1.21606079840896
"Somalia",5.44,0,0.33613,0.11466,0.56778,0.27225,0.3118,2016,"Other",3.39616952096673,2.04383047903327
"Kosovo",5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547,2016,"Other",5.35212046559525,0.0488795344047519
"Turkey",5.389,1.16492,0.87717,0.64718,0.23889,0.04707,0.12348,2016,"Other",5.92379320993079,-0.534793209930791
"Indonesia",5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,2016,"Other",5.45972000782624,-0.14572000782624
"Jordan",5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,2016,"MiddleEast",5.55885739610077,-0.255857396100772
"Azerbaijan",5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914,2016,"Other",5.83441984545217,-0.543419845452174
"Philippines",5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757,2016,"Other",5.15840223348428,0.120597766515722
"China",5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745,2016,"EastAsia",5.62627255595391,-0.381272555953907
"Bhutan",5.196,0.8527,0.90836,0.49759,0.46074,0.48546,0.1616,2016,"Other",5.24634354113949,-0.0503435411394939
"Kyrgyzstan",5.185,0.56044,0.95434,0.55449,0.40212,0.38432,0.04762,2016,"Other",4.61220274234075,0.572797257659253
"Serbia",5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339,2016,"Other",5.64052803069594,-0.463528030695945
"Bosnia and Herzegovina",5.163,0.93383,0.64367,0.70766,0.09511,0.29889,0,2016,"Other",5.42237804126453,-0.259378041264527
"Montenegro",5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721,2016,"Other",5.73602018342,-0.575020183420001
"Dominican Republic",5.155,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372,2016,"LatinAmerica",5.62642444076851,-0.47142444076851
"Morocco",5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404,2016,"Other",5.22004577038249,-0.0690457703824938
"Hungary",5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472,2016,"Other",6.08978161446136,-0.94478161446136
"Pakistan",5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388,2016,"Other",4.8893274354995,0.242672564500504
"Lebanon",5.129,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061,2016,"MiddleEast",5.83214157323313,-0.703141573233128
"Portugal",5.123,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521,2016,"WesternEurope",6.16496459768991,-1.04196459768991
"Macedonia",5.121,1.0193,0.78236,0.64738,0.27668,0.23507,0.07047,2016,"Other",5.60782939989496,-0.486829399894955
"Vietnam",5.061,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556,2016,"Other",5.00261180936278,0.0583881906372232
"Somaliland Region",5.057,0.25558,0.75862,0.33108,0.3913,0.51479,0.36794,2016,"Other",3.95072267691344,1.10627732308656
"Tunisia",5.045,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817,2016,"Other",5.51656832414913,-0.471568324149128
"Greece",5.033,1.24886,0.75473,0.80029,0.05822,0,0.04127,2016,"Other",6.10592480047061,-1.07292480047061
"Tajikistan",4.996,0.48835,0.75602,0.53119,0.43408,0.25998,0.13509,2016,"Other",4.45578308113018,0.540216918869825
"Mongolia",4.907,0.98853,1.08983,0.55469,0.35972,0.34539,0.03285,2016,"Other",5.54106517496155,-0.634065174961548
"Laos",4.876,0.68042,0.5497,0.38291,0.52168,0.43079,0.22423,2016,"Other",4.87253331457052,0.00346668542947981
"Nigeria",4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305,2016,"SubSaharanAfrica",5.02819355170808,-0.153193551708076
"Honduras",4.871,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906,2016,"LatinAmerica",4.9026282056926,-0.0316282056925985
"Iran",4.813,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557,2016,"MiddleEast",5.82107567959776,-1.00807567959776
"Zambia",4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479,2016,"SubSaharanAfrica",4.7241201528726,0.0708798471273999
"Nepal",4.793,0.44626,0.69699,0.50073,0.37012,0.3816,0.07008,2016,"Other",4.36445691189238,0.428543088107624
"Palestinian Territories",4.754,0.67024,0.71629,0.56844,0.17744,0.11154,0.10613,2016,"Other",4.85044492296109,-0.0964449229610933
"Albania",4.655,0.9553,0.50163,0.73007,0.31866,0.1684,0.05301,2016,"Other",5.46896328368637,-0.813963283686374
"Bangladesh",4.643,0.54177,0.24749,0.52989,0.39778,0.19132,0.12583,2016,"Other",4.57169289250302,0.0713071074969749
"Sierra Leone",4.635,0.36485,0.628,0,0.30685,0.23897,0.08196,2016,"SubSaharanAfrica",4.18781487250893,0.447185127491069
"Iraq",4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636,2016,"MiddleEast",5.72812217306064,-1.15312217306064
"Namibia",4.574,0.93287,0.70362,0.34745,0.48614,0.07795,0.10398,2016,"SubSaharanAfrica",5.4202950495214,-0.846295049521398
"Cameroon",4.513,0.52497,0.62542,0.12698,0.42736,0.2268,0.06126,2016,"Other",4.53524053699827,-0.0222405369982726
"Ethiopia",4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717,2016,"SubSaharanAfrica",4.03154709611296,0.476452903887038
"South Africa",4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415,2016,"SubSaharanAfrica",5.61837454559454,-1.15937454559454
"Sri Lanka",4.415,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964,2016,"Other",5.50775900490215,-1.09275900490215
"India",4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,2016,"Other",5.00259011153212,-0.598590111532119
"Myanmar",4.395,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243,2016,"Other",4.13632592035847,0.258674079641533
"Egypt",4.362,0.95395,0.49813,0.52116,0.18847,0.12706,0.10393,2016,"Other",5.4660340765476,-1.1040340765476
"Armenia",4.36,0.86086,0.62477,0.64083,0.14037,0.07793,0.03616,2016,"Other",5.26404897095609,-0.904048970956087
"Kenya",4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686,2016,"SubSaharanAfrica",4.53025003594703,-0.174250035947026
"Ukraine",4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829,2016,"Other",5.29010806557585,-0.966108065575854
"Ghana",4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326,2016,"SubSaharanAfrica",4.76545452027531,-0.48945452027531
"Congo (Kinshasa)",4.272,0.05661,0.80676,0.188,0.15602,0.25458,0.06075,2016,"Other",3.51900094031935,0.752999059680647
"Georgia",4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188,2016,"Other",5.21427414742757,-0.962274147427574
"Congo (Brazzaville)",4.236,0.77109,0.47799,0.28212,0.37938,0.12077,0.09753,2016,"Other",5.0692675451429,-0.833267545142895
"Senegal",4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681,2016,"Other",4.35768718872721,-0.138687188727207
"Bulgaria",4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615,2016,"Other",5.81126826014053,-1.59426826014053
"Mauritania",4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955,2016,"Other",4.72822104286688,-0.527221042866885
"Zimbabwe",4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582,2016,"SubSaharanAfrica",4.15648320503937,0.0365167949606304
"Malawi",4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,2016,"SubSaharanAfrica",3.58513592816369,0.57086407183631
"Sudan",4.139,0.63069,0.81928,0.29759,0,0.18077,0.10039,2016,"Other",4.76463000271032,-0.625630002710321
"Gabon",4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314,2016,"Other",5.90988490047928,-1.78888490047927
"Mali",4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,2016,"Other",4.07513803790406,-0.00213803790406075
"Haiti",4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476,2016,"Other",4.1360004528986,-0.108000452898604
"Botswana",3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769,2016,"SubSaharanAfrica",5.77047633850425,-1.79647633850425
"Comoros",3.956,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437,2016,"Other",3.9930551445264,-0.0370551445263958
"Ivory Coast",3.916,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553,2016,"Other",4.60055100727762,-0.684551007277621
"Cambodia",3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092,2016,"Other",4.60265569685141,-0.695655696851407
"Angola",3.866,0.84731,0.66366,0.04991,0.00589,0.12071,0.08434,2016,"Other",5.23464841041505,-1.36864841041505
"Niger",3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176,2016,"Other",3.68409973379296,0.171900266207039
"South Sudan",3.832,0.39394,0.18519,0.15781,0.19662,0.25899,0.13015,2016,"Other",4.25093386189186,-0.418933861891862
"Chad",3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952,2016,"Other",4.31212174434627,-0.549121744346268
"Burkina Faso",3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533,2016,"Other",4.09039161285635,-0.351391612856347
"Uganda",3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,2016,"SubSaharanAfrica",4.14949650356763,-0.410496503567625
"Yemen",3.724,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892,2016,"Other",4.65332013143688,-0.929320131436881
"Madagascar",3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506,2016,"Other",4.00271067916902,-0.307710679169024
"Tanzania",3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099,2016,"SubSaharanAfrica",4.41933072562542,-0.753330725625423
"Liberia",3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852,2016,"Other",3.6284664959869,-0.00646649598689875
"Guinea",3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,2016,"Other",3.88252639515663,-0.275526395156628
"Rwanda",3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521,2016,"SubSaharanAfrica",4.10885646674596,-0.593856466745957
"Benin",3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681,2016,"SubSaharanAfrica",4.25321213411091,-0.769212134110909
"Afghanistan",3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112,2016,"Other",4.22561249351445,-0.865612493514453
"Togo",3.303,0.28123,0,0.24811,0.34678,0.17517,0.11587,2016,"Other",4.00637761255016,-0.703377612550156
"Syria",3.069,0.74719,0.14866,0.62994,0.06912,0.48397,0.17233,2016,"Other",5.01740972987125,-1.94840972987125
"Burundi",2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,2016,"Other",3.54438740218873,-0.639387402188735
"Norway",7.53700017929077,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.36201223731041,0.315963834524155,2017,"Nordic",6.90354396480686,0.633456214483906
"Denmark",7.52199983596802,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,2017,"Nordic",6.61261907904749,0.909380756920534
"Iceland",7.50400018692017,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.475540220737457,0.153526559472084,2017,"Nordic",6.60882197523653,0.89517821168364
"Switzerland",7.49399995803833,1.56497955322266,1.51691174507141,0.858131289482117,0.620070576667786,0.290549278259277,0.367007285356522,2017,"WesternEurope",6.79183565380846,0.702164304229871
"Finland",7.4689998626709,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.24548277258873,0.38261154294014,2017,"Nordic",6.52840743839122,0.940592424279682
"Netherlands",7.3769998550415,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472,2017,"WesternEurope",6.65940312267785,0.717596732363653
"Canada",7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,2017,"NorthAmerica",6.6057222141963,0.710277770544906
"New Zealand",7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.500005125999451,0.382816702127457,2017,"Other",6.4462466993778,0.867753430321907
"Sweden",7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,2017,"Nordic",6.63866571097245,0.645334208918912
"Australia",7.28399991989136,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2017,"Other",6.6170279097326,0.666972010158758
"Israel",7.21299982070923,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861,2017,"MiddleEast",6.38045101220464,0.832548808504594
"Costa Rica",7.0789999961853,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.214613229036331,0.100106589496136,2017,"LatinAmerica",5.80399142095264,1.27500857523266
"Austria",7.00600004196167,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,2017,"WesternEurope",6.62284798009024,0.383152061871434
"United States",6.99300003051758,1.54625928401947,1.41992056369781,0.77428662776947,0.505740523338318,0.392578780651093,0.135638788342476,2017,"NorthAmerica",6.75121673070493,0.241783299812654
"Ireland",6.97700023651123,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.42785832285881,0.29838815331459,2017,"WesternEurope",6.72831978087165,0.248680455639583
"Germany",6.95100021362305,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.336269170045853,0.276731938123703,2017,"WesternEurope",6.62464048209364,0.326359731529411
"Belgium",6.89099979400635,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,2017,"WesternEurope",6.57225622765873,0.318743566347615
"Luxembourg",6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,2017,"WesternEurope",7.17580924096667,-0.312809324890014
"United Kingdom",6.71400022506714,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,2017,"WesternEurope",6.52420243044472,0.189797794622424
"Chile",6.65199995040894,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.326662421226501,0.0822879821062088,2017,"LatinAmerica",6.11444035234269,0.537559598066254
"United Arab Emirates",6.64799976348877,1.62634336948395,1.26641023159027,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,2017,"MiddleEast",6.92498182318256,-0.276982059693786
"Brazil",6.63500022888184,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2017,"LatinAmerica",5.79888576481339,0.836114464068448
"Czech Republic",6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,2017,"Other",6.33119678183078,0.277803424162872
"Argentina",6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.109457060694695,0.059739887714386,2017,"LatinAmerica",5.96800354365537,0.630996433456446
"Mexico",6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2017,"LatinAmerica",5.89832824067426,0.679671827990288
"Singapore",6.57200002670288,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.345965981483459,0.46430778503418,2017,"EastAsia",7.06804495169234,-0.496044924989458
"Malta",6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,2017,"Other",6.31079536725416,0.216204583154778
"Uruguay",6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2017,"LatinAmerica",6.03800992925759,0.415990066927707
"Guatemala",6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,2017,"LatinAmerica",5.2882245766467,1.1657754195386
"Panama",6.4520001411438,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,2017,"LatinAmerica",6.07313598475012,0.378864156393681
"France",6.44199991226196,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.129762306809425,0.172502428293228,2017,"WesternEurope",6.50096301702521,-0.0589631047632464
"Thailand",6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,2017,"Other",5.84340008188101,0.580599704495944
"Taiwan Province of China",6.42199993133545,1.43362653255463,1.38456535339355,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554,2017,"Other",6.50682809392667,-0.084828162591216
"Spain",6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,2017,"WesternEurope",6.40001256328847,0.00298731464122515
"Qatar",6.375,1.87076568603516,1.27429687976837,0.710098087787628,0.604130983352661,0.330473870038986,0.439299255609512,2017,"MiddleEast",7.45532522652898,-1.08032522652898
"Colombia",6.35699987411499,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,2017,"LatinAmerica",5.71918771145283,0.637812162662158
"Saudi Arabia",6.3439998626709,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126,2017,"MiddleEast",6.71729059105564,-0.373290728384742
"Trinidad and Tobago",6.16800022125244,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.325296461582184,0.00896481610834599,2017,"Other",6.35001650091667,-0.182016279664228
"Kuwait",6.10500001907349,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.228289797902107,0.215159550309181,2017,"MiddleEast",6.93932209786802,-0.834322078794528
"Slovakia",6.09800004959106,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,2017,"Other",6.27198601760168,-0.173985968010624
"Bahrain",6.08699989318848,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.172668486833572,0.257042169570923,2017,"MiddleEast",6.62570123977271,-0.53870134658423
"Malaysia",6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218,2017,"Other",6.19782687302913,-0.11382676240291
"Nicaragua",6.07100009918213,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.301674216985703,0.130687981843948,2017,"LatinAmerica",4.99594884792732,1.07505125125481
"Ecuador",6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.150112465023994,0.140134647488594,2017,"LatinAmerica",5.56773267313091,0.440267223872257
"El Salvador",6.00299978256226,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2017,"LatinAmerica",5.37020451350998,0.632795269052275
"Poland",5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,2017,"Other",6.19906895017491,-0.226068900583852
"Uzbekistan",5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.415983647108078,0.246528223156929,2017,"Other",5.10257607532476,0.868424119224799
"Italy",5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.17278964817524,0.0280280914157629,2017,"WesternEurope",6.42316144630375,-0.459161221236607
"Russia",5.96299982070923,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2017,"Other",6.17734993022957,-0.214350109520339
"Belize",5.95599985122681,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.240015640854836,0.0965810716152191,2017,"Other",5.3662789858542,0.589720865372606
"Japan",5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,2017,"EastAsia",6.47056808045679,-0.550568004162841
"Lithuania",5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2017,"Other",6.24852803792058,-0.346528087511638
"Algeria",5.87200021743774,1.09186446666718,1.1462174654007,0.617584645748138,0.233335807919502,0.0694366469979286,0.146096110343933,2017,"Other",5.76527855084524,0.106721666592499
"Latvia",5.84999990463257,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,2017,"Other",6.13172053724037,-0.281720632607799
"South Korea",5.83799982070923,1.40167844295502,1.12827444076538,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,2017,"EastAsia",6.43750767013008,-0.599507849420848
"Moldova",5.83799982070923,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.208779126405716,0.0100912861526012,2017,"Other",4.97766067164331,0.860339149065917
"Romania",5.82499980926514,1.21768391132355,1.15009129047394,0.685158312320709,0.457003742456436,0.133519917726517,0.00438790069893003,2017,"Other",6.03827945120384,-0.213279641938703
"Bolivia",5.82299995422363,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.22556072473526,0.0604777261614799,2017,"LatinAmerica",5.2052403989424,0.617759555281232
"Turkmenistan",5.82200002670288,1.13077676296234,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755455,0.259270340204239,2017,"Other",5.84970979239628,-0.0277097656933982
"Kazakhstan",5.81899976730347,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.201964423060417,0.119282886385918,2017,"Other",6.1833779618586,-0.364378194555125
"North Cyprus",5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.266845703125,0.155353352427483,2017,"Other",6.31867487497848,-0.508674932198943
"Slovenia",5.75799989700317,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,0.242649093270302,0.0451289787888527,2017,"Other",6.30629548884824,-0.548295591845073
"Peru",5.71500015258789,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,0.126819714903831,0.0470490865409374,2017,"LatinAmerica",5.64238378578579,0.0726163668020963
"Mauritius",5.62900018692017,1.18939554691315,1.20956099033356,0.638007462024689,0.491247326135635,0.360933750867844,0.0421815551817417,2017,"Other",5.97689983714814,-0.347899650227966
"Cyprus",5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.271254301071167,0.0412379764020443,2017,"Other",6.33826099860058,-0.717261185520752
"Estonia",5.61100006103516,1.32087934017181,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.183248922228813,2017,"Other",6.26219114518254,-0.651191084147383
"Belarus",5.56899976730347,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.15513750910759,0.156313821673393,2017,"Other",5.90564852915885,-0.336648761855378
"Libya",5.52500009536743,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.152073666453362,0.0926102101802826,2017,"Other",5.78684315178681,-0.261843056419379
"Turkey",5.5,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,2017,"Other",5.99616496582273,-0.496164965822734
